"ID","AVAM_CODE_OLD","AVAM_CODE_NEW","BFS_CODE_NEW","CHISCO3_CODE","CHISCO5_CODE","DESCRIPTION"
"d9ab36d5-ce17-403c-b6ac-0550525c76b1","65202","101556","29403006","312","31220","Werkmeister"
"bfa4f2d8-6b0c-438a-b163-3d18079ea792","65201","101556","29403006","312","31220","Werkmeister"
"8ca8bf16-946d-4af6-9f7b-aaf3b3d489aa","65203","101556","29403006","312","31220","Werkmeister"
"733dbf0a-a3c6-4795-b14b-3ab223c387b2","65215","101556","29403006","312","31220","Werkmeister"
"75f195d2-4a16-4920-8eb4-6e93bfcdd2db","65220","101556","29403006","312","31220","Werkmeister"
"3703ab08-e27a-4501-a0ba-9b7a558d3d60","37304","101556","29403006","312","31220","Werkmeister"
"f63452a0-8c7a-491d-8029-725e9ce5efe1","33107","101556","29403006","312","31220","Werkmeister"
"43fd3788-84c0-4210-8e9e-46faf9b92d43","65606","101556","29403006","312","31220","Werkmeister"
"c2413962-fb70-4f26-a95c-0aefbf9c86fd","45305","101559","51102950","312","31220","Carrosseriewerkstattleiter"
"71950435-6c0d-475e-8157-1194878c8446","46314","101561","51102953","312","31220","Automobil-Werkstattkoordinator"
"bb2db736-5623-4b9c-9ed9-ff9bd6a7e8c1","46313","101561","51102953","312","31220","Automobil-Werkstattkoordinator"
"ca0cade7-a30b-4482-98df-e008bfea3b75","43204","101562","51102956","312","31220","Industriemeister"
"aa3548fe-dec3-40fb-b95e-14a0f04dd1e9","44906","101563","51103151","312","31220","Motorgeräte-Werkstattleiter"
"b7cbb434-e27c-4a02-a7f1-b0c714a80153","91120","101564","51103156","312","31220","Produktionsfachmann"
"658f431e-2946-45c2-9f25-55136ec84cff","47209","101564","51103156","312","31220","Produktionsfachmann"
"b30812f5-e424-44b8-bcbb-0d811c33c273","100057","101564","51103156","312","31220","Produktionsfachmann"
"03359f95-aaed-4813-9482-f13498606bc5","81107","101565","23104030","312","31231","Strassenmeister"
"4165882d-85ee-49a0-95e9-8d416206615f","52515","101566","25405055","312","31231","Chefmonteur im Gerüstebau"
"a01a5e42-ec92-4a5a-bbb5-f0f3e45baecb","52558","101567","51101860","312","31231","Tiefbaupolier"
"239b285f-f62b-47c9-a087-0e4688341b19","51305","101571","51102787","312","31231","Pflästerer-Polier"
"22e47197-2ba2-467b-8db9-e927ab028d12","52550","101572","51102907","312","31231","Strassenunterhalts-Polier"
"24dae63c-f295-4974-80fa-3f47f7225829","52542","101573","51102908","312","31231","Strassenbaupolier"
"bb19f6a8-8638-4d30-ac47-f155da8c6329","52543","101576","51103139","312","31231","Bau-Polier"
"0264d05a-f28e-4176-bccb-7c2e37104ebd","52546","101576","51103139","312","31231","Bau-Polier"
"d3dc93ce-0c80-4c37-ae58-dcfb65333ab2","52553","101576","51103139","312","31231","Bau-Polier"
"13217393-d14d-48d8-a6dc-0688d639d2ad","52557","101576","51103139","312","31231","Bau-Polier"
"49f3e98e-e943-44e6-b9c3-113a9475dda5","51508","101576","51103139","312","31231","Bau-Polier"
"32027b63-5903-4dcc-b191-1a61d9335cf6","51009","101576","51103139","312","31231","Bau-Polier"
"c851aeee-5b11-4e26-b6b4-7bf0007cc231","47405","101578","23210038","312","31232","Elektrochefmonteur"
"93ac3e69-d2b4-4a8a-8e35-fbd628e3595d","47423","101578","23210038","312","31232","Elektrochefmonteur"
"11045291-ccc8-4a21-9cec-c1f5ab797e09","45410","101586","51102909","312","31232","Spenglerpolier"
"f122804a-04b7-42a6-be32-20f6c70db512","47418","101588","51102916","312","31232","Netzelektrikermeister"
"656c7901-acb8-40e8-9e71-19dcc5a45b61","47419","101588","51102916","312","31232","Netzelektrikermeister"
"bf65c012-055c-44a1-baab-5e8033385fc6","30306","101589","51102919","312","31232","Holzbau-Polier"
"4c95775b-ac57-4992-b4e7-0083f8a9337f","47702","101590","51102923","312","31232","Chefmonteur Sanitär"
"5123984d-03e1-469b-98a2-fdd258b484d6","47923","101591","51102924","312","31232","Chefmonteur Lüftung"
"ca6cf88d-17c5-45f1-905a-f0bb6ab82304","47601","101593","51102926","312","31232","Chefmonteur Heizung"
"83e1b751-4b6b-416d-b856-1a665a182e17","47608","101593","51102926","312","31232","Chefmonteur Heizung"
"a2f8d664-3b87-4b9e-aa02-0a8e1f93ac93","71424","101595","51102929","312","31232","Holzfachmann"
"74d18861-a06a-4cb5-94e4-027630ab8883","48023","101597","51102940","312","31232","Metallbau-Werkstatt- und Montageleiter"
"3bef5f77-2361-4dcc-959d-b7dd91a450d5","53023","101599","51103143","312","31232","Bauführer Gebäudehülle"
"f7ed1e7f-e1a5-4e7b-98b1-53e45426805d","53024","101599","51103143","312","31232","Bauführer Gebäudehülle"
"6f9cd818-1535-4f4d-896a-567c4d5a596c","51903","101599","51103143","312","31232","Bauführer Gebäudehülle"
"4c277854-4333-4585-aa33-58d432c4e102","46614","101602","51103134","313","31320","Klärwerkfachmann"
"b3f1ff87-d66b-4e07-addc-328af97010b2","65703","101602","51103134","313","31320","Klärwerkfachmann"
"155b332b-6745-49e7-8033-f869cbe309eb","52519","101602","51103134","313","31320","Klärwerkfachmann"
"3d772bd7-fc18-422a-812c-62cc54fbd124","81317","101602","51103134","313","31320","Klärwerkfachmann"
"59c36c6a-5f0f-416c-9192-b2fe37ac99d0","81322","101602","51103134","313","31320","Klärwerkfachmann"
"9c9e0d32-eaa6-41c3-b602-41d720a21563","52508","101603","51103135","313","31320","Brunnenmeister"
"cecaa9fc-3945-4f01-98a0-d397ac717fff","52536","101603","51103135","313","31320","Brunnenmeister"
"d2906ca8-8662-4d20-9660-28b78b8c135b","65313","101605","28104081","314","31410","Biotechnologe"
"1c307680-58db-4b6d-a197-11765a6cb523","37357","101605","28104081","314","31410","Biotechnologe"
"81f87b21-32f2-445b-bff7-89f236502c82","63920","101607","51103131","314","31420","Agrotechniker"
"296a132c-022b-43b3-8a33-3a96b4de96c2","63918","101607","51103131","314","31420","Agrotechniker"
