ID,AVAM_CODE_OLD,DESCRIPTION,CHISCO5_CODE,CHISCO3_CODE
3c660f9e-ebb2-4b74-8ab7-7dd2076e1ca9,100000,Anlagenführer EFZ,81000,810
0c29dce2-5fdc-43b0-b197-b1f4dc9dd490,100001,Immobilienbewirtschafter mit eidg. Fachausweis,33340,333
2b04c32d-5ccc-4797-b2a6-105698c8f332,100002,Elektro-Sicherheitsberater mit eidg. Fachausweis,74110,741
d97b01f1-56b2-4b2a-a5d7-e1555f0ac1e3,100003,Carrosseriereparateur,72130,721
0e9342fb-a068-4073-a4b5-cf0443fd6743,100004,Chief Executive Officer (CEO),11200,112
54954b3e-741f-4dd6-96f9-ddf17b0def80,100005,Chief Financial Officer (CFO),12110,121
c4e99128-a22d-430f-a187-04683765d310,100006,Chief Information Officer (CIO),13300,133
4d029168-bc98-4ef5-a6cb-802105a38ed,100007,Chief Operating Officer (COO),11200,112
11da77ae-df15-4d5f-8c45-830b4e2e3aae,100008,Kursleiter,23000,230
516fcd57-b1e5-4f1e-a9a6-985ebc714dce,100009,Dozent,23100,231
8eee7857-373b-48cc-8c04-91b2fc3ecf1a,100010,Consultant,20000,200
d367d1e7-6076-4f28-8ebd-0a3f09025378,100011,Sozialversicherungsfachmann,33530,335
d5a88c01-00a3-4942-bcba-4b6faaba6f72,100012,Gebäudetechnikplaner Heizung EFZ,31183,311
d2d56171-897b-47b4-82d9-fd251cd12e13,100013,Gebäudetechnikplaner Lüftung EFZ,31183,311
d74cabad-9efc-499d-afd5-26cf341a9eb7,100014,Gebäudetechnikplaner Sanitär EFZ,31183,311
f0670260-98ee-4a23-93d8-2f016a01228c,100015,Veranstaltungstechniker,34350,343
8dd7f954-257d-4f2e-acf4-2345b4e3a337,100016,Brandschutzfachmann,31122,311
8f031716-7c97-417a-af6a-e436369785e1,100017,Veranstaltungsfachmann EFZ,35210,352
996948f9-7f0f-4cce-912c-6f4a0fa983ad,100018,Brandschutzexperte,31122,311
eaa7f23d-8fbd-450f-9c15-e6ec8c0a25c5,100019,Tankstellenverkäufer,52230,522
6db293b3-da79-4106-96f9-cd027ac1e7b4,100020,Betreuer,53222,532
13805c16-bb62-40b9-af5d-845fe1e12236,100021,Berufsbeistand,26350,263
8395bb81-132e-481b-9485-27d888410b51,100022,Teamleiter,30002,300
d6d147ce-0423-4a63-92be-02560642363a,100023,Paralegal,34110,341
1770bd02-68ab-45f8-b954-a3d0fbf38232,100024,"Techniker HF, Haustechnik",31122,311
ed079b17-6c3a-45aa-8b49-ce535d91e78c,100025,"Techniker HF, Tiefbau",31121,311
536769cf-e6f3-49c0-8d16-03aa23013647,100026,"Techniker HF, Hochbau",31121,311
a827355e-8243-4676-820f-c09fb2db5c36,100027,"Techniker HF, Bauführer",31121,311
5ee01aec-9aa0-4ec4-8698-3e2050452acb,100028,"Techniker HF, Bauführung",31121,311
ff902058-e522-4205-bb59-bf0b0947e9ff,100029,"Techniker HF, Tiefbau und Hochbau",31121,311
d7c82e63-5f78-4ade-b6ad-0c93b298e654,100030,Fachmann Gesundheit EFZ,32210,322
9ab8c486-0e98-4aa3-98af-40479a4561c0,100031,Solartechniker,31130,311
aca0c602-5cf2-4f80-9781-dfb4fd5e96ef,100033,Sachbearbeiter Debitoren,43110,431
2cf27574-1334-4859-97dd-9a85f4a8889d,100035,Buchhaltungsangestellter,43110,431
142af8b0-fcef-44b3-9044-ca29decb0cbb,100036,Industriekletterer,71190,711
8e61c001-0564-4334-abe2-1a8da401d0e9,100037,"Führungsfachmann, eidg. FA",30002,300
40c3ff7f-4db0-42ff-9619-852607fcd3e6,100038,Oberflächenbeschichter EFZ,81220,812
80f20caa-bc54-4a07-844f-0aff3ce39b49,100039,CNC-Maschinist,72230,722
2613da21-c447-444f-91c8-842d71ae5a4c,100040,Sachbearbeiter Rechnungswesen,43110,431
aef3b0bd-19b5-4824-bc32-6729dc97f09f,100041,Fachmann Finanz- und Rechnungswesen,33130,331
2f88aee0-78f6-419d-b735-b05d04bd7f9d,100042,Sachbearbeiter Einkauf,44190,441
a599c178-afa2-4a6b-a431-1e42602ff25b,100043,"Einkaufsfachmann, eidg. FA",33230,332
c7ca4200-cf48-480c-808e-d4b6ad3fde61,100044,Exportsachbearbeiter,33310,333
dd4d70b3-9048-4cb2-94db-93009cf316e0,100045,Verkäufer Take away,52230,522
7a7714be-01ad-4142-92c3-e050a38120ca,100046,Praktiker PrA Betriebsunterhalt,51530,515
a9b3fc97-7280-4e22-b02c-3b21cfdec0af,100047,Yogalehrer,34220,342
017005d0-c91e-48e5-b75a-be393c419323,100048,Aktivierungsfachmann HF,22690,226
e9bf51b4-59db-455b-803b-8d50a4657de2,100049,Gipser-Trockenbauer EFZ,71230,712
ed09d0ea-d7b2-40a7-a103-d4640721fe84,100050,Bereichsleiter Technik,13000,130
818c9a3c-87ba-4931-8c39-79065214b5fe,100051,Leiter Technischer Dienst,13200,132
84f5b2c4-3e2a-44da-985c-4c405d62dac5,100052,Entwässerungstechnologe EFZ,96130,961
8880e651-63e0-43f7-b3ae-770e5625be03,100053,Facility Manager,12190,121
5ea6563e-d12b-433d-8f09-7266f5d46c92,100054,"Fachmann für Justizvollzug, eidg. FA",54130,541
f4bdd933-1eca-49a3-839e-f9e2dd49c561,100055,Schulsozialarbeiter,26350,263
57641369-5cea-4cc8-b1a9-d5fc3fdba123,100056,Medien- und Kommunikationswissenschaftler,26320,263
fd5d425c-d394-4b87-953d-2747f0ad1802,100057,"Produktionsfachmann, eidg. FA",31220,312
8dd6e006-7aa9-4a9b-a7cb-1cda9707b7db,100058,"Immobilienvermarkter, eidg. FA",33340,333
b1da7ac7-6f79-41ea-9711-a10ba6ecfe22,100059,Abdichter,71241,712
cb959ec4-0d31-442a-8310-70228f8fbe5c,100060,Cabin Crew Member,51110,511
b168e894-c62d-470a-a5c1-a448996f73e1,100061,Fachmann Bewegungs- und Gesundheitsförderung EFZ,34230,342
03e37191-4330-49d5-970e-9ecb61efc377,100062,Uhrmacher Produktion EFZ,73111,731
ada37f65-83f3-4227-aa42-51ddbd99e449,100063,Lackierassistent EBA,71320,713
add2d5b8-c26b-40af-83a6-843660882957,100064,ICT-Auditor,25111,251
532b1a20-1eb4-4d51-b07c-73a876d900a6,100065,ICT-Data Scientist,21200,212
ccfaa353-3104-4e3e-b45a-a5f6e66723f6,100066,ICT-Security-Specialist,25291,252
bdf9e2c7-b89b-494e-99b5-2e1c969c9a7a,100067,ICT-User Experience Specialist,25130,251
2d9ff35b-64b1-46f5-b23d-79288562d5f7,100068,ICT-Security Operations Manager,25291,252
90896765-b3c2-4697-899a-b4f9020a90b1,100074,"PR-Berater, dipl. HFP",24320,243
a035da3a-bd6c-41e3-ba41-b54ace5155d6,100075,"Bereichsleiter Restauration, eidg. FA",51311,513
12e43ff5-68e7-4de0-9e0f-cfb31795bcb8,100076,"Gastro-Betriebsleiter, eidg. FA",14120,141
5f42b633-c098-40b6-8bc9-a7033530a55d,100077,"Zollfachmann, eidg. FA",33510,335
c6c535cd-d518-43db-be76-6e367f6b3ac6,100078,"Aussenhandelsfachmann, eidg. FA",33310,333
224a76f0-b8fa-474e-9038-243dc0535d11,100079,Technischer Hauswart,51530,515
0e38f603-203e-433b-9677-4d307d1c7d73,100080,Fachmann Leder und Textil EFZ,75360,753
a3255d93-1ddc-4b91-9082-7c535ed1bb3c,100081,Biomediziner,22120,221
0cf99ace-339b-48fe-9a5d-2a284e42beb1,100082,Malerpraktiker EBA,71310,713
bcead59b-dc6d-4abf-a134-0567b19f8a3f,100083,Geschäftsführer mit eidg. Diplom,11200,112
6d816829-a8f2-4434-bcfe-5c967ffe6422,100084,Abdichtungspraktiker EBA,71241,712
5d168e26-cde1-4186-bbea-88a53fedbd6f,100085,Schiffsmakler,33000,330
e07ac6d1-5cf3-4641-b716-66782b472a8f,100086,Prozessingenieur,21410,214
59b317b8-2d7e-424c-a366-9772c2428f49,100087,Textiltechnologe EFZ,81500,815
2f09ad96-eda8-4c39-92f1-68b97a05f05c,100088,Textilpraktiker EBA,81500,815
a781519e-39eb-4cc7-a3e1-e5b27d41eff1,100089,Werkhofarbeiter,93100,931
57ccec2e-f3bb-40d8-9509-b71ebfc099ea,100090,"Krankenversicherungs-Fachmann, eidg. FA",33210,332
627a327a-f3af-4bbc-9f75-c56db40abddf,100091,Gastwirt,14110,141
468b484c-7c62-438e-b415-4c6ad2f564ec,100092,"Gärtner, Garten- und Landschaftsbau EFZ",61131,611
7fbe1629-0edb-4433-adc7-74200d13f487,100093,"Gärtner EFZ, Pflanzenproduktion",61132,611
0cbbca41-87d1-48b3-a630-f4bda9cc5feb,100094,Gärtner EFZ,61132,611
631c5dfa-2332-4031-a296-6037d9c19fdb,100095,Gärtner EBA,61130,611
346a4151-a50e-49ba-b80a-b96cb10b5655,100096,Betrieblicher Mentor,24230,242
ec3af03f-b568-4019-b04d-fa424b566ab9,100097,Business Development Manager,12130,121
de531be9-ff74-4817-a174-5e711c91582e,100098,Channel Account Manager,12211,122
3fd0bc76-d00e-4b60-8418-8df2539c44d5,100099,Verkaufsfachmann Aussendienst,33220,332
ee1cdb57-2a7a-4ba4-991f-8d3d28930157,100100,"Sozialbegleiter, eidg. FA",34120,341
43f58a59-5b67-4cd1-8ebf-25e021ebeb0a,100101,Avioniker,74210,742
61f22fbb-a324-4f93-a897-c5fc1bb4c390,100102,Gemeindepräsident,11110,111
25a0ad56-ef29-4b1b-8461-5d59430520ed,100104,Chef de Bar,51320,513
d52c2b3a-5d14-4218-9b6e-580d3f4391fe,100106,Asbestsanierer,71200,712
33f7168f-1f01-42c6-a1f0-e02d0c3fb106,100107,Baustoffprüfer,31121,311
ad168c13-17d3-4164-a3ef-e641ecd30865,100108,Chef de Réception,42240,422
ca82cf3b-febe-4404-84b5-f19fa0205a97,15000,"Landwirte, Viehzüchter",61300,613
ff653aa7-e791-44fe-958e-b7936f3a8f3b,15001,Lederfutteralmacher EBA,75360,753
87837e7f-c6b8-445f-b350-8eeee3a09c86,15002,Gutsverwalter,61300,613
549b3288-0669-4d3b-a063-56be2c9e8295,15003,Landwirt,61300,613
1a466fd3-1fbc-40e7-ba61-3c59563f8939,15004,Fachmann Kundendialog EFZ,44192,441
a1dd10fd-8eae-47b2-9281-1d1472595b02,15005,"Viehzüchter,Mäster",61211,612
4b94956d-ff42-4bd6-b3ba-d5beaa9d988f,15006,"Landwirt, Meister",61300,613
88951e36-6bd9-43b7-85e8-06954569a90e,15008,Pächter,61300,613
0f5ca0d4-def1-4aca-a58f-050c165d9f78,15010,"Landwirt, Spezialkulturen",61300,613
cbe65281-46ec-4cc8-b079-951e0cd29c8f,15012,Bauer dipl. HFP,61300,613
014f72db-5ed8-4cf7-84b1-d59a2d0d1760,15013,Biolandwirt,61300,613
8d9b4730-4782-42b2-86de-f1928a2b7e2d,15015,Gewebegestalter EFZ,73180,731
dd7335a2-37f0-4e8c-b9ae-2f4ab820c5ad,15016,Schuhreparateur EBA,75360,753
26b8e59c-66d9-4b2c-9e20-65ccb57cd8b5,15017,Gebäudereiniger EFZ,51530,515
b494b415-0a6b-4209-b944-0c3b5101d65c,15018,Gebäudereiniger EBA,51530,515
8df0cf95-667f-49f4-9434-5ae427309196,15019,Dekorationsnäher EBA,75330,753
babccf5f-d0bb-44ce-89c0-837b9eed839d,15020,Konditor EBA,75120,751
f0dcaefe-6917-4c84-acfd-373aa6cac494,15021,Holzbearbeiter EBA,75200,752
1cad5759-1a3e-4c8c-b5be-3d21bb04caa5,15022,Informatikpraktiker EBA,35120,351
6c93287d-61fc-42fb-a401-cfc3054775fe,15023,Agrarpraktiker EBA,21320,213
972bf688-38cf-4349-84e7-ac90716e65ce,15024,Steinwerker EFZ,71130,711
a39412d9-0e6d-42c5-a695-4baefb7f9b42,15025,Hufschmied EFZ,72210,722
d8bf7e2f-56d5-433a-8ce1-86f56edc891b,15026,Bäcker-Konditor-Confiseur EFZ,75120,751
a6abe835-e5f8-41ea-beef-56b24e9b0d5d,15027,Uhrenarbeiter EBA,73112,731
f7d98170-2974-432c-bfd5-eae0afac6da8,15028,Zeichner EFZ - Fachrichtung Architektur,31182,311
790a8865-a494-40d1-aae4-347060b6f7d0,15029,Zeichner EFZ - Fachrichtung Innenarchitektur,31182,311
e07de3fc-255b-4bf2-bda5-46be891f0906,15030,Zeichner EFZ - Fachrichtung Landschaftsarchitektur,31182,311
ab82fe34-2676-41ea-9ae0-0a333ec69630,15031,Zeichner EFZ - Fachrichtung Ingenieurbau,31182,311
56c556ea-674a-4d90-8fb4-f987d9eb567a,15032,Zeichner EFZ - Fachrichtung Raumplanung,31182,311
10847cdf-7caa-4260-bccb-0012f5ef83f1,15033,Konstrukteur EFZ,31182,311
94e45eae-2dcf-4e9b-a73a-f75e4531eabe,15034,Drucktechnologe EFZ - Siebdruck,73220,732
296e5b1d-f847-432e-ac5d-fe3a5bf6f422,15035,Drucktechnologe EFZ - Reprografie,73220,732
25e3eebd-5acd-4a5e-b42c-91ecf798f639,15036,Drucktechnologe EFZ - Bogendruck,73220,732
80e6fa00-f4e0-4139-8870-3e3263c06b88,15037,Drucktechnologe EFZ - Rollendruck,73220,732
3499e675-9b34-4887-aca6-8b508759f2a2,15038,dipl. Sozialpädagoge HF,34120,341
9f4a8842-9300-4c98-9e3e-510a2fc1c58a,15039,Fachmann Betreuung EFZ,22213,222
ca1aae2d-7541-42f5-ad21-ce4d76b0f3fd,15040,Fachmann Betreuung EFZ - Behindertenbetreuung,22213,222
8891eb91-ad54-4b3e-8d8b-9bf2646898c4,15041,Fachmann Betreuung EFZ - Betagtenbetreuung,22213,222
87d5dbf4-149c-4bb3-9579-06252dba8442,15042,Fachmann Betreuung EFZ - Kinderbetreuung,23420,234
3e7f58bb-fb15-4ed7-9e2f-e17e5c1ef97d,15043,Fachmann Betreuung EFZ - Generalistische Ausbildung,22213,222
7834c301-5748-4739-b664-6f4836a28675,15044,Finanzplaner mit eidg. Fachausweis,24120,241
607ad38b-0a80-41c2-91a7-6b5605953b27,15045,Produkt- und Industriedesigner FH,21630,216
a546b628-b8e3-437c-bfdb-2305632a2179,15046,Zytotechniker,32120,321
5d093612-a757-46f4-a5f7-3ccb796157a5,15047,Baupraktiker EBA,71121,711
3ae060c0-b326-4789-a781-9d3b9ddacb2e,15048,Schreinerpraktiker EBA,71152,711
bcd20d37-4bf9-4728-8df6-6f17e00ed2a7,15049,Techniker HF Betriebstechnik,31153,311
bdc88103-0d9b-4e50-9652-5400bc9001ea,15050,"Chemietechnologe, diplomierter",81310,813
79bab04c-e5bc-449e-b695-343aaee3d7f5,15051,Sportwissenschafter,22690,226
9a1243c8-5308-4a38-8e79-980bf0e0c552,15052,Techniker HF Medizintechnik,31151,311
bee37128-8fd7-424b-8f7a-4e4059f392de,15053,Produktionsmitarbeiter,93290,932
b201d9f5-9825-44eb-9b59-1c5dd4acf97f,15054,Produktionstechniker (audiovisuell),35210,352
977d09be-534d-4a4e-8400-269892102e71,15055,Operator im Reinraum,81310,813
6329c369-cdf4-488c-8e6c-9ce1ce33560e,15056,Farbdesigner mit eidg. FA,21630,216
02bddaa1-93ec-4cdb-99c4-5f9d75f01919,15057,Kulturwissenschafter,26320,263
4f3ca4c9-3593-437a-a6ad-8fe24dd5ed17,15058,Social Media Manager,24310,243
85c6b75d-70cc-48d1-a0df-6de8b959a43c,15059,CNC Abkanter,72130,721
fb792091-eb01-44b7-92c4-3cf9b618e2a6,15060,Wanderleiter mit eidg. Fachausweis,51130,511
0052839a-c061-4986-8b86-921865c91ffa,15061,Prozessfachmann,43220,432
2ea9b9e1-b84c-414a-b1c5-2835d015ee3f,15062,Assistent Gesundheit und Soziales EBA,32210,322
5ad95087-7109-46f8-b8ca-ec20ed3a3258,15063,Fleischfachmann EFZ,75110,751
fb833f64-da53-42ab-80ea-57e364a8278a,15064,Lohnbuchhalter,43130,431
f7e02398-4886-4985-a1d0-49c0c5e508c9,15065,Case Manager (Versicherung),34120,341
e6a140c2-edff-46b2-908e-383226010afc,15066,Case Manager (psycho-sozialer Bereich),34120,341
86d45e2d-8f78-42a3-bce3-140622233f58,15067,Militärpolizist,2100,21
4661b8e7-b81e-4856-a775-9a10ce7a5683,15068,Autoaufbereiter,72310,723
863d72f6-de7d-4530-b31a-a0fd29e75514,15069,Barista,51320,513
115a3be0-2990-4358-8888-6b289c03e55b,15070,Strassentransportfachmann EFZ,83320,833
0924ea73-a0bf-4f87-9ec3-2674aa47b99c,15071,Printmedienpraktiker EBA,73220,732
818eb534-3d95-4e90-9ced-5056ec065f4b,15072,Automatikmonteur EFZ,74120,741
3ebc904c-6bbe-41b6-8108-ea93237c1b60,15073,Produktionsmechaniker EFZ,72001,720
1eeea754-91da-4ff6-ba26-b0dc787a19d1,15074,Bäcker-Konditor-Confiseur EBA,75120,751
152e96de-a901-4385-805d-ddd731ff4382,15075,Informatiker EFZ,25000,250
712711cb-fad9-4d06-af6d-e79b856db46d,15076,Wirtschaftsinformatiker FH,25122,251
9c6ce904-e096-4eaa-a67b-a5aa4306a1d5,15077,Application Engineer,25140,251
e1c9e9bd-27b9-4068-9011-118bdd3a110e,15078,Webentwickler,25130,251
a2962985-7cac-4d61-bc05-76ce3dded659,15080,Etagengouvernante,51511,515
2708304b-d71d-4c7d-8757-48c372c84d6e,15082,Sales Manager,12211,122
6732408b-8c85-4595-b3e0-487dce09ec77,15083,Pflegefachmann FH,22212,222
0c07aa6d-5b4a-4dd1-8bed-b0e3b3b853f1,15084,Rettungssanitäter HF,32580,325
1439a3dd-b8de-4408-9b47-0b05c3ebd6ca,15085,Fachmann Operationstechnik FH,32110,321
d3f01bcf-b2a5-4eff-9d4e-444cc4a76e03,15086,Pflegefachmann HF,22212,222
19a6e631-bc0f-4241-86ce-983fb480533b,15087,Business Analyst,25111,251
2f767f79-0ee3-4f3b-a60b-98f1bdefbd51,15088,Innendienstverkäufer,44192,441
135456a1-f87c-4694-aaf7-59cc4ae67f36,15089,Aussendienstverkäufer,33220,332
b95ed1bc-e523-4fc3-bfb8-a2970a09b17d,15090,Marketingsachbearbeiter,44191,441
cd16dfbc-e473-46b7-9b81-f12fa78f38bb,15091,Technischer Redaktor,26410,264
aef408b6-59c2-4789-b30b-4172e563b5bf,15092,Sportpsychologe,26340,263
2a9fcc14-5bd9-4558-b02c-33c102dfae5a,15093,"Arzt, Traditionelle Chinesische Medizin",22300,223
a4e3faee-8608-4d37-8333-7d7c12ad3589,15094,Sportphysiotherapeut,22640,226
e0316747-7548-4f44-a840-de29d06f3c04,15096,Rohrnetzmonteur,71262,712
892076f4-58a6-4982-b45d-b1fdbc78bdaa,15097,Bewegungswissenschafter,22690,226
e09c73a0-1131-4e7c-a626-1c8a76b676a7,15098,Kanalreiniger,96130,961
0cacaf35-2c07-44ac-9790-31d06adc2b44,15099,Gemeindearbeiter,90000,900
0769599e-3dbd-41e4-902b-1fb8cbcf5ffe,15100,Landwirtschaftliche Mitarbeiter,92130,921
b8682153-9eed-4b8e-a0d6-a2e0da6a6f6e,15101,Knecht,92130,921
37c16f13-f8e9-4157-b9d1-e1145f40214f,15102,Applikations-Manager,35110,351
bb68d1bd-78ae-4a3b-aea1-95fe1bde4c1b,15103,Datenbank-Administrator,25210,252
b008d53b-d79c-42a2-af65-4f9044101730,15104,"Meistergehilfe, landwirtschaftlicher Vorarbeiter",92130,921
555f833b-5a4f-46cf-8976-a18625bf3571,15105,Melker,92120,921
841f08e4-7f86-4231-af74-d45345281821,15106,Alphirte,51640,516
52e696ad-e675-4b0a-b044-319c35fc17e2,15107,Bauernknecht,92130,921
1f4e6d78-2d62-44e0-8e18-956b044b704f,15108,Senn,61211,612
8f29d9c7-03ca-48d9-9950-d728947a95e5,15109,Landwirtschaftsgehilfe,92130,921
58ee86f0-3e2c-446d-b510-2a0df887a59c,15112,Hirt,61300,613
fdf5a373-533f-4513-aa83-bb846dccdb9c,15113,ICT-Change-Manager,13300,133
8e228685-e240-454e-b9b4-47849a89205f,15114,ICT-Produktionsplaner,35110,351
6a19ca1e-7028-4e85-9ba4-57eb578ab222,15115,ICT-Helpdesk-Mitarbeiter,35100,351
cce08507-d4ce-4dd5-8ee5-bcca059ed0f8,15116,ICT-Service-Manager,35120,351
39c966f8-8310-4480-acb8-c94a48828472,15117,ICT-System-Controller,35110,351
ad71ea98-647c-4e56-b27a-7ac2a8eeed4e,15118,ICT-Requirements-Engineer,25111,251
14d7c346-f814-434f-a0d5-8ec5e5f737c0,15119,ICT-Test-Ingenieur,25101,251
944b8179-b2d7-4667-92cd-b6efb45c8701,15120,ICT-Testmanager,13300,133
34041ef6-a03f-4b7b-8719-919ea0a3ba3f,15121,ICT-Unternehmensorganisator,35110,351
d060fea4-caf6-4227-a9c0-8793809763dd,15122,ICT-Organisations-Manager,35110,351
2c3d4f64-dd31-4e4b-bc08-8a07d6acf1d4,15123,ICT-Prozess-Manager,25210,252
6516783b-f129-47fb-ba0c-1faf812ce84b,15124,ICT-Architekt,25111,251
6aee4b44-f09e-4df2-b570-b4f5bf2d51e7,15125,ICT-Qualitätsmanager,35110,351
9900e80d-d5de-4954-a2b2-3b39ad3c7f07,15126,ICT-Sicherheitsbeauftragter,25291,252
628b386e-ede5-4d18-a1a2-76d54e68514f,15127,ICT-Sourcing-Manager,13300,133
56f6fb32-28dc-40f1-a590-ce7ce78364c7,15128,ICT-Programm-Manager,25121,251
d0b5ce62-8417-4ed0-815f-db1c45a4c431,15129,ICT-Projektmanagement-Officer,25124,251
b8c57ac5-ade4-4e8b-a6a9-fff615476286,15130,Systemgastronomiefachmann EFZ,51312,513
2db5e226-739e-48be-900f-c61adc189700,15131,ICT-Business-Analyst,25111,251
ac3a404e-a6a4-451c-9776-71f19215f2bd,15201,Landmaschinenführer,83410,834
f52ccea6-875c-4260-aae6-885218fc12fc,15300,Taglöhner in der Landwirtschaft,92130,921
a924ed23-b465-451f-9b79-c5065b52943c,15301,Landarbeiter (Taglöhner),92130,921
de2d8243-0d55-4d0d-9e00-bb640a3f901e,15400,Sonstige landwirtschaftliche Berufe,61300,613
6864cdc8-15e7-43f7-873b-cc99b52dbc51,15403,Hilfsarbeiter Landwirtschaft,92130,921
e7f83144-2b09-4a0c-8238-5e22e9e10206,15404,landwirtschaftlicher Berater,21320,213
08048a60-2896-413a-95f7-972f2bf02ff3,15405,Landwirtschaftlicher Betriebs- und Dorfhelfer,21320,213
d4ad1484-efd4-4c40-99ff-c7c96f7bbc7b,16000,"Obstbauer, Obst- und Beerenpflanzer",61121,611
b8218613-19e4-4748-a8fa-a00325066100,16004,Obstbauer,61121,611
fbcecc2f-f6e3-4af8-8d02-17efbe34f476,16005,Obstbauer mit Meisterdiplom,61121,611
e387600c-5493-4cf5-8ac9-c0089e0396d3,16006,Baumwärter,61132,611
a2cf4ef4-3029-4448-9c50-0044d8044cc9,16009,Baumschneider,61132,611
b2aa21fc-efcf-4847-826b-7a8fe1388cf9,16010,Obstbaumzüchter,61121,611
701f6f5a-d3d5-4297-9ec6-2fc118598744,16100,"Rebbauern, Rebarbeiter",61122,611
8c724a11-2d54-446c-8736-e43e2bf8ea47,16103,Weinbaugehilfe,92110,921
e61ced54-b5e2-44e6-a563-5992605c15ff,16104,Winzer mit Meisterdiplom,61122,611
c1987ee4-3cd9-482e-9f1e-14f24fceb526,16105,Winzer,61122,611
0026692f-2e18-4fb8-b1a8-056b90868b75,16106,Küfer,75220,752
0200d7af-32ca-43ee-bf7e-582047e5a862,16201,Gemüsebauer,61110,611
09bc9ec7-d37f-4b21-8ce1-65a91b6dd03f,16202,Hilfsarbeiter (Gemüse),92110,921
ce5747d2-fce4-4466-8425-7b602b6dbed5,16203,Gemüsegärtner mit Meisterdiplom,61110,611
cfb7ce5f-c65e-4985-9c14-39dfd755a20b,16204,Gemüsegärtner,61110,611
b32d179c-ab9f-46ea-9128-2fd4259b45d0,16301,"Schweinemäster, -züchter",61211,612
3cc4698b-bf9f-4b95-b792-f95e67967646,16401,"Geflügelzüchter, -farmer",61220,612
57fa7e02-a5f0-4109-8188-098d4fe97eca,16402,"Geflügelzüchter, Meister",61220,612
4da0799b-d392-41a1-bc7d-e69d985facdc,16501,"Kleinviehhalter, -züchter",61211,612
ea0cbe96-aa42-43d2-b3d8-32ea52b8e535,16602,Samenzüchter,61132,611
3106fd82-6825-45ff-80d0-37462f2e9198,16604,Pilzzüchter,61132,611
2ee6c5eb-87e6-4391-b8ea-e3abca3a5945,16605,"Hilfsarbeiter (Landwirtschaft, Spezialarbeiten)",92130,921
19c59657-36f1-4d8a-83d3-aebb7fd5d318,16606,Imker,61230,612
b646868b-20d6-4e3b-adc1-7ca0f2131ff9,17001,Gärtner,61130,611
2d5f4b1d-c6b4-47a2-bc27-81e6ab208e9a,17007,"Gärtner, Florist",61130,611
8c11423b-2ae0-4836-82ac-a80edf684362,17009,Hilfsarbeiter Gartenbau,92140,921
e78c5d01-d493-4dd6-9bda-92b33f3f090f,17010,Gärtnermeister,61130,611
dec2f202-511f-4307-bc9b-f9a2d968dc1d,17016,Topfpflanzen- und Schnittblumengärtner,61132,611
dbaca19c-deb1-4b81-90b3-103ec2c052bb,17017,Stauden- und Kleinholzgärtner,61132,611
3998696d-7b32-4763-8d30-ec8674f34d2e,17020,Obergärtner (dipl.) für Stauden und Kleingehölz,61132,611
e6a22bf1-4ca9-4037-bf20-859a15c69519,17021,"Obergärtner dipl., Garten- und Landschaftsbau",61131,611
cad5a6f8-ed7b-49f0-8576-2ff21d9ca104,17022,"Gärtnermeister HFP, Topfpflanzen + Schnittblumen",61132,611
690616e4-cd3a-47b7-b284-350a27bccd75,17023,"Gärtnermeister HFP, Baumschule",61132,611
bf4b01fc-be0b-47be-8bbd-00befca84dac,17024,"Gärtnermeister HFP, Stauden und Kleingehölz",61132,611
5e11809c-f83f-4c94-8fc4-86f639926e26,17025,"Gärtnermeister HFP, Garten- und Landschaftsbau",61132,611
d7e729f1-3c5e-447f-972d-1836dcb42b3a,17030,Blumenzüchter,61132,611
8d658052-3075-4d78-8b25-0251ca3d1ffc,17031,Gartengestalter,61131,611
8bac5b6d-1669-4455-ba70-662ba0982842,17032,Landschaftsgärtner,61131,611
2c491c73-d05a-4f20-a736-6e67d966e491,17033,"Obergärtner dipl., Topfpflanzen + Schnittblumen",61132,611
b0ff2577-6435-4b35-844c-bde4fb8a1d26,17034,Fachmann für naturnahen Garten- und Landschaftsbau,61131,611
e44ecd0e-28e8-41e0-bbd2-c588b6500117,17100,Uebrige Gartenbauberufe,92140,921
7e740ca8-92d1-45c4-8e9b-022519af3d31,17101,Baumschularbeiter,92140,921
2f9b66f5-0054-4c40-bd30-ad41a5b08c3a,17102,Gartenarbeiter,92140,921
c4523cf1-288b-427a-9dfd-017efff8b5fa,17103,Gemüsegartenarbeiter,92110,921
ddf2ee80-233a-4bb2-8fa5-0dc55580c1c3,17104,Baumschulist,61132,611
39f07d84-fb6d-4bee-a7ec-9e4818a0c6c8,17201,Blumenbinder,75490,754
99f9dcb1-73ef-4a36-9468-52cf180231ee,17202,Florist,75490,754
2571d3b7-f9c7-4a13-84b3-af494ab749aa,17203,Florist mit eidg. Fachausweis,75490,754
88cc5880-088d-41ce-9fc1-ae63f8c5f6ec,17204,Florist mit HFP-Diplom,75490,754
2f907c0a-7eaf-4a6f-88fb-e98ff0c61548,17205,Florist EBA,75490,754
ac808c51-567b-4da0-b5b0-f49a949f66b9,18001,Tierzüchter,61211,612
9ec9f213-bd0a-49e6-b523-bc5450c438f0,18002,Gehilfe im Hundezwinger,96200,962
10293a0e-0e93-4a53-b554-82a60b62214b,18003,Hundeausbildner,51640,516
f67c752c-ad90-420a-94dc-a7f350d2d38f,18004,Führerhundeausbildner,51640,516
